#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 2.59979e+17	9.91e-01	8.79e-03	6.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.60167e+17	9.92e-01	8.48e-03	5.88e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.60338e+17	9.92e-01	8.39e-03	5.82e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.60526e+17	9.92e-01	8.30e-03	5.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.60770e+17	9.92e-01	8.00e-03	5.59e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61033e+17	9.92e-01	7.78e-03	5.47e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61272e+17	9.92e-01	7.70e-03	5.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61528e+17	9.92e-01	7.62e-03	5.38e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61855e+17	9.92e-01	7.50e-03	5.33e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.62221e+17	9.93e-01	7.36e-03	5.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.62566e+17	9.93e-01	7.28e-03	5.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.62873e+17	9.93e-01	7.25e-03	5.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.63200e+17	9.93e-01	7.24e-03	5.25e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.63617e+17	9.93e-01	7.17e-03	5.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.64127e+17	9.93e-01	7.09e-03	5.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.64648e+17	9.93e-01	7.10e-03	5.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.65176e+17	9.93e-01	7.18e-03	5.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.65804e+17	9.93e-01	7.30e-03	5.60e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.66505e+17	9.93e-01	7.43e-03	5.79e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67145e+17	9.92e-01	7.90e-03	6.19e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67576e+17	9.91e-01	8.53e-03	6.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67791e+17	9.91e-01	9.36e-03	7.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67899e+17	9.90e-01	1.00e-02	7.47e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67958e+17	9.90e-01	1.05e-02	7.70e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68003e+17	9.89e-01	1.06e-02	7.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68056e+17	9.89e-01	1.08e-02	7.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68125e+17	9.89e-01	1.09e-02	7.91e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68214e+17	9.89e-01	1.10e-02	7.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68330e+17	9.89e-01	1.10e-02	8.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68480e+17	9.89e-01	1.10e-02	8.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68676e+17	9.89e-01	1.10e-02	8.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.68931e+17	9.89e-01	1.09e-02	8.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.69262e+17	9.89e-01	1.08e-02	7.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.69692e+17	9.89e-01	1.06e-02	7.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.70251e+17	9.89e-01	1.05e-02	7.91e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.70978e+17	9.90e-01	1.04e-02	7.89e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.71923e+17	9.90e-01	1.02e-02	7.90e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.73135e+17	9.90e-01	1.01e-02	7.92e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.74531e+17	9.90e-01	1.03e-02	8.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.75972e+17	9.90e-01	1.05e-02	8.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.77534e+17	9.89e-01	1.08e-02	8.54e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.79256e+17	9.89e-01	1.07e-02	8.59e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.81061e+17	9.89e-01	1.06e-02	8.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.82973e+17	9.90e-01	1.04e-02	8.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.84964e+17	9.90e-01	1.01e-02	8.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.86995e+17	9.90e-01	9.66e-03	8.57e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.88898e+17	9.91e-01	8.86e-03	8.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.90571e+17	9.98e-01	2.40e-03	3.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.92093e+17	9.99e-01	5.52e-04	2.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
###########################
 1.53562e+13	7.87e-03	6.60e-01	3.24e-01	7.83e-03	1.91e-04	1.28e-06	0.00e+00	0.00e+00
 9.21370e+13	7.89e-03	6.60e-01	3.24e-01	7.83e-03	1.91e-04	1.28e-06	0.00e+00	0.00e+00
 3.99260e+14	7.91e-03	6.59e-01	3.25e-01	7.85e-03	1.92e-04	1.28e-06	0.00e+00	0.00e+00
 1.62775e+15	8.05e-03	6.57e-01	3.27e-01	7.77e-03	1.91e-04	1.26e-06	0.00e+00	0.00e+00
 3.88818e+15	8.30e-03	6.50e-01	3.34e-01	7.92e-03	1.94e-04	1.29e-06	0.00e+00	0.00e+00
 6.82674e+15	8.70e-03	6.50e-01	3.34e-01	7.73e-03	1.90e-04	1.24e-06	0.00e+00	0.00e+00
 1.06469e+16	9.33e-03	6.56e-01	3.27e-01	7.20e-03	1.79e-04	1.12e-06	0.00e+00	0.00e+00
 1.56130e+16	1.04e-02	6.73e-01	3.10e-01	6.25e-03	1.58e-04	9.11e-07	0.00e+00	0.00e+00
 2.11699e+16	1.17e-02	6.95e-01	2.88e-01	5.19e-03	1.35e-04	0.00e+00	0.00e+00	0.00e+00
 2.64458e+16	1.32e-02	7.20e-01	2.62e-01	4.19e-03	1.12e-04	0.00e+00	0.00e+00	0.00e+00
 3.15554e+16	1.50e-02	7.49e-01	2.33e-01	3.25e-03	8.98e-05	0.00e+00	0.00e+00	0.00e+00
 3.69663e+16	1.75e-02	7.80e-01	2.00e-01	2.38e-03	6.76e-05	0.00e+00	0.00e+00	0.00e+00
 4.23215e+16	2.03e-02	8.10e-01	1.68e-01	1.70e-03	4.97e-05	0.00e+00	0.00e+00	0.00e+00
 4.70237e+16	2.34e-02	8.35e-01	1.41e-01	1.22e-03	3.62e-05	0.00e+00	0.00e+00	0.00e+00
 5.11665e+16	2.68e-02	8.55e-01	1.18e-01	8.89e-04	2.63e-05	0.00e+00	0.00e+00	0.00e+00
 5.50528e+16	3.07e-02	8.72e-01	9.70e-02	6.44e-04	1.89e-05	0.00e+00	0.00e+00	0.00e+00
 5.88662e+16	3.55e-02	8.86e-01	7.84e-02	4.58e-04	1.31e-05	0.00e+00	0.00e+00	0.00e+00
 6.25791e+16	4.16e-02	8.96e-01	6.21e-02	3.23e-04	8.78e-06	0.00e+00	0.00e+00	0.00e+00
 6.60413e+16	4.88e-02	9.02e-01	4.85e-02	2.29e-04	5.80e-06	0.00e+00	0.00e+00	0.00e+00
 6.90850e+16	5.71e-02	9.05e-01	3.81e-02	1.67e-04	3.87e-06	0.00e+00	0.00e+00	0.00e+00
 7.16779e+16	6.61e-02	9.03e-01	3.03e-02	1.27e-04	2.66e-06	0.00e+00	0.00e+00	0.00e+00
 7.39471e+16	7.60e-02	9.00e-01	2.43e-02	9.92e-05	1.85e-06	0.00e+00	0.00e+00	0.00e+00
 7.60176e+16	8.70e-02	8.93e-01	1.96e-02	7.93e-05	1.30e-06	0.00e+00	0.00e+00	0.00e+00
 7.79575e+16	9.94e-02	8.85e-01	1.58e-02	6.44e-05	9.26e-07	0.00e+00	0.00e+00	0.00e+00
 7.97992e+16	1.14e-01	8.74e-01	1.27e-02	5.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.15397e+16	1.29e-01	8.60e-01	1.02e-02	4.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.31696e+16	1.46e-01	8.45e-01	8.26e-03	3.72e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.46477e+16	1.64e-01	8.29e-01	6.77e-03	3.21e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.59540e+16	1.82e-01	8.13e-01	5.64e-03	2.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.71337e+16	1.99e-01	7.97e-01	4.78e-03	2.52e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.82491e+16	2.16e-01	7.80e-01	4.07e-03	2.27e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.93437e+16	2.34e-01	7.62e-01	3.47e-03	2.06e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.04009e+16	2.53e-01	7.44e-01	2.97e-03	1.87e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.14087e+16	2.71e-01	7.26e-01	2.56e-03	1.72e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.22061e+16	2.86e-01	7.12e-01	2.28e-03	1.61e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.27513e+16	2.96e-01	7.02e-01	2.11e-03	1.54e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.32853e+16	3.06e-01	6.92e-01	1.95e-03	1.47e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.39266e+16	3.19e-01	6.79e-01	1.77e-03	1.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.46372e+16	3.34e-01	6.65e-01	1.59e-03	1.32e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.53275e+16	3.47e-01	6.51e-01	1.44e-03	1.26e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.59865e+16	3.61e-01	6.38e-01	1.30e-03	1.19e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.66462e+16	3.74e-01	6.24e-01	1.18e-03	1.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.73333e+16	3.89e-01	6.10e-01	1.07e-03	1.07e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.80416e+16	4.04e-01	5.95e-01	9.65e-04	1.02e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.87483e+16	4.19e-01	5.81e-01	8.68e-04	9.65e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.94635e+16	4.33e-01	5.66e-01	7.86e-04	9.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.00198e+17	4.48e-01	5.51e-01	7.06e-04	8.68e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.00956e+17	4.63e-01	5.36e-01	6.36e-04	8.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.01738e+17	4.80e-01	5.20e-01	5.69e-04	7.78e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.02523e+17	4.94e-01	5.05e-01	5.14e-04	7.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.03327e+17	5.10e-01	4.89e-01	4.60e-04	6.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.04162e+17	5.26e-01	4.73e-01	4.14e-04	6.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.04985e+17	5.40e-01	4.60e-01	3.75e-04	6.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.05822e+17	5.56e-01	4.44e-01	3.36e-04	5.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.06678e+17	5.70e-01	4.30e-01	3.05e-04	5.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.07595e+17	5.85e-01	4.14e-01	2.74e-04	5.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.08584e+17	6.00e-01	3.99e-01	2.46e-04	5.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.09595e+17	6.16e-01	3.84e-01	2.22e-04	4.76e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.10627e+17	6.30e-01	3.70e-01	2.01e-04	4.51e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.11700e+17	6.44e-01	3.56e-01	1.82e-04	4.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.12848e+17	6.57e-01	3.43e-01	1.65e-04	4.04e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.14071e+17	6.71e-01	3.29e-01	1.49e-04	3.80e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.15333e+17	6.83e-01	3.17e-01	1.37e-04	3.62e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.16602e+17	6.96e-01	3.04e-01	1.25e-04	3.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.17934e+17	7.06e-01	2.94e-01	1.16e-04	3.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.19306e+17	7.17e-01	2.83e-01	1.07e-04	3.10e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.20763e+17	7.27e-01	2.73e-01	9.98e-05	2.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.22392e+17	7.36e-01	2.64e-01	9.32e-05	2.83e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.24118e+17	7.46e-01	2.54e-01	8.69e-05	2.69e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.26135e+17	7.56e-01	2.44e-01	8.07e-05	2.55e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.28473e+17	7.66e-01	2.34e-01	7.51e-05	2.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.30865e+17	7.76e-01	2.24e-01	7.03e-05	2.29e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.33493e+17	7.85e-01	2.15e-01	6.58e-05	2.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.36604e+17	7.94e-01	2.06e-01	6.16e-05	2.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.39927e+17	8.03e-01	1.97e-01	5.77e-05	1.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.43254e+17	8.12e-01	1.88e-01	5.44e-05	1.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.46733e+17	8.20e-01	1.80e-01	5.14e-05	1.74e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.50384e+17	8.28e-01	1.72e-01	4.87e-05	1.65e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.54066e+17	8.35e-01	1.65e-01	4.62e-05	1.56e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.57679e+17	8.42e-01	1.58e-01	4.40e-05	1.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.61231e+17	8.48e-01	1.52e-01	4.21e-05	1.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.64763e+17	8.54e-01	1.46e-01	4.04e-05	1.35e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.68347e+17	8.61e-01	1.39e-01	3.86e-05	1.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71853e+17	8.66e-01	1.34e-01	3.72e-05	1.22e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.75173e+17	8.71e-01	1.29e-01	3.59e-05	1.16e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.78429e+17	8.76e-01	1.24e-01	3.46e-05	1.11e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.81583e+17	8.81e-01	1.19e-01	3.34e-05	1.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.84509e+17	8.85e-01	1.15e-01	3.24e-05	1.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.87385e+17	8.90e-01	1.10e-01	3.14e-05	9.63e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.90251e+17	8.94e-01	1.06e-01	3.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.92973e+17	8.98e-01	1.02e-01	2.97e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.95601e+17	9.01e-01	9.87e-02	2.88e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.98152e+17	9.04e-01	9.55e-02	2.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.00868e+17	9.08e-01	9.16e-02	2.74e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.03510e+17	9.12e-01	8.81e-02	2.66e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.05775e+17	9.15e-01	8.53e-02	2.60e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.07884e+17	9.17e-01	8.29e-02	2.56e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.10105e+17	9.20e-01	7.95e-02	2.49e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.12275e+17	9.23e-01	7.68e-02	2.43e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14123e+17	9.26e-01	7.45e-02	2.38e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15888e+17	9.27e-01	7.25e-02	2.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.17892e+17	9.30e-01	6.95e-02	2.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.19839e+17	9.33e-01	6.71e-02	2.23e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.21378e+17	9.34e-01	6.55e-02	2.20e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.22989e+17	9.37e-01	6.32e-02	2.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.24654e+17	9.39e-01	6.09e-02	2.10e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.26029e+17	9.40e-01	5.95e-02	2.08e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.27415e+17	9.42e-01	5.75e-02	2.03e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.28822e+17	9.44e-01	5.55e-02	1.99e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.29997e+17	9.46e-01	5.43e-02	1.97e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.31202e+17	9.46e-01	5.44e-02	1.95e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.32734e+17	9.48e-01	5.21e-02	1.90e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.34122e+17	9.50e-01	4.98e-02	1.85e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.35002e+17	9.51e-01	4.94e-02	1.84e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.35814e+17	9.51e-01	4.87e-02	1.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.36868e+17	9.52e-01	4.78e-02	1.80e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.38240e+17	9.53e-01	4.65e-02	1.78e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.39870e+17	9.56e-01	4.43e-02	1.73e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.41195e+17	9.57e-01	4.25e-02	1.69e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.41953e+17	9.58e-01	4.19e-02	1.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.42617e+17	9.59e-01	4.14e-02	1.66e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.43479e+17	9.60e-01	3.99e-02	1.63e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.44314e+17	9.61e-01	3.85e-02	1.59e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.44905e+17	9.62e-01	3.80e-02	1.58e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.45467e+17	9.63e-01	3.74e-02	1.57e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.46196e+17	9.64e-01	3.61e-02	1.54e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.46886e+17	9.65e-01	3.47e-02	1.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.47355e+17	9.66e-01	3.45e-02	1.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.47799e+17	9.66e-01	3.41e-02	1.49e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.48375e+17	9.67e-01	3.28e-02	1.46e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.48911e+17	9.68e-01	3.17e-02	1.43e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.49248e+17	9.69e-01	3.13e-02	1.42e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.49515e+17	9.69e-01	3.11e-02	1.41e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.49831e+17	9.69e-01	3.07e-02	1.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50150e+17	9.70e-01	3.03e-02	1.39e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50384e+17	9.70e-01	2.99e-02	1.38e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50556e+17	9.70e-01	2.96e-02	1.37e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50736e+17	9.71e-01	2.94e-02	1.37e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50962e+17	9.71e-01	2.91e-02	1.36e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51200e+17	9.71e-01	2.86e-02	1.35e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51398e+17	9.72e-01	2.84e-02	1.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51562e+17	9.72e-01	2.80e-02	1.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51722e+17	9.72e-01	2.78e-02	1.32e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51899e+17	9.72e-01	2.75e-02	1.32e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52087e+17	9.73e-01	2.72e-02	1.31e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52271e+17	9.73e-01	2.69e-02	1.30e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52445e+17	9.73e-01	2.66e-02	1.29e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52613e+17	9.74e-01	2.63e-02	1.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52775e+17	9.74e-01	2.60e-02	1.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.52935e+17	9.74e-01	2.57e-02	1.27e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53099e+17	9.75e-01	2.54e-02	1.26e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53266e+17	9.75e-01	2.51e-02	1.25e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53435e+17	9.75e-01	2.48e-02	1.24e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53603e+17	9.75e-01	2.45e-02	1.24e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53771e+17	9.76e-01	2.42e-02	1.23e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53941e+17	9.76e-01	2.40e-02	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54114e+17	9.76e-01	2.36e-02	1.21e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54287e+17	9.77e-01	2.34e-02	1.20e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54461e+17	9.77e-01	2.31e-02	1.20e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54629e+17	9.77e-01	2.28e-02	1.19e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54811e+17	9.77e-01	2.25e-02	1.18e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.55002e+17	9.78e-01	2.22e-02	1.17e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.55181e+17	9.78e-01	2.19e-02	1.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.55353e+17	9.78e-01	2.16e-02	1.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.55531e+17	9.79e-01	2.13e-02	1.14e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
